SCHEMA;TABLE_NAME;COLUMN_NAME;TABLE_KEY
DELTA;GEN_BORDERO;IDTENVIOEDI;SIM
DELTA;GEN_BORDERO;IDTFECHADO;SIM
DELTA;GEN_BORDERO;IDTTIPOTRANSPORTE;SIM
DELTA;GEN_BORDERODOCUMENTO;CODBORDERO;SIM
DELTA;GEN_BORDERODOCUMENTO;CODBORDERODOCUMENTO;SIM
DELTA;GEN_BORDERODOCUMENTO;CODSEQUENCIA;SIM
DELTA;GEN_BORDERODOCUMENTO;CODUSUARIOCRIACAO;SIM
DELTA;GEN_BORDERODOCUMENTO;DATCRIACAO;SIM
DELTA;GEN_BORDERODOCUMENTO;LOBDOCUMENTO;NAO
DELTA;GEN_BORDERODOCUMENTO;NOMEDOCUMENTO;SIM
DELTA;GEN_BORDERONOTAFISCAL;CODBORDERO;SIM
DELTA;GEN_BORDERONOTAFISCAL;CODEMPRESA;SIM
DELTA;GEN_BORDERONOTAFISCAL;CODMODELONOTA;SIM
DELTA;GEN_BORDERONOTAFISCAL;CODPOSTAGEM;NAO
DELTA;GEN_BORDERONOTAFISCAL;CODTIPODOCUMENTO;SIM
DELTA;GEN_BORDERONOTAFISCAL;DATREGISTRO;NAO
DELTA;GEN_BORDERONOTAFISCAL;NUMNOTA;SIM
DELTA;GEN_CAIXAWEBDELETE_TEMP;ACAO;NAO
DELTA;GEN_CAIXAWEBDELETE_TEMP;CAMPOS;SIM
DELTA;GEN_CAIXAWEBDELETE_TEMP;ID;SIM
DELTA;GEN_CAIXAWEBDELETE_TEMP;MOTIVO;NAO
DELTA;GEN_CAIXAWEBDELETE_TEMP;REGISTROS;SIM
DELTA;GEN_CAIXAWEBDELETE_TEMP;TABELA;SIM
DELTA;GEN_CANDIDATOCARGO;CODCANDIDATO;SIM
DELTA;GEN_CANDIDATOCARGO;CODCARGO;SIM
DELTA;GEN_CANDIDATOCLIENTE;CODCLIENTE;NAO
DELTA;GEN_CANDIDATOCLIENTE;CODUF;NAO
DELTA;GEN_CANDIDATOCLIENTE;DSCENDERECO;NAO
DELTA;GEN_CANDIDATOCLIENTE;DSCINTERNET;NAO
DELTA;GEN_CANDIDATOCLIENTE;DSCSEGMENTO;NAO
DELTA;GEN_CANDIDATOCLIENTE;IDTRETORNO;NAO
DELTA;GEN_CANDIDATOCLIENTE;NOMCLIENTE;NAO
DELTA;GEN_CANDIDATOCLIENTE;NUMDDD;NAO
DELTA;GEN_CANDIDATOCLIENTE;NUMTELEFONE;NAO
DELTA;GEN_CANDIDATODEPENDENTE;CODCANDIDATO;SIM
DELTA;GEN_CANDIDATODEPENDENTE;CODDEPENDENTE;SIM
DELTA;GEN_CANDIDATODEPENDENTE;IDTDEPENDENTE;NAO
DELTA;GEN_CANDIDATODEPENDENTE;NOMDEPENDENTE;NAO
DELTA;GEN_CANDIDATOTELEFONE;CODCANDIDATO;SIM
DELTA;GEN_CANDIDATOTELEFONE;CODTIPOTELEFONE;SIM
DELTA;GEN_CANDIDATOTELEFONE;DSCDDD;SIM
DELTA;GEN_CANDIDATOTELEFONE;DSCTELEFONE;SIM
DELTA;GEN_CARACTERISTICAFAMILIA;CODCARACTERISTICAFAMILIA;SIM
DELTA;GEN_CARACTERISTICAFAMILIA;DSCCARACTERISTICAFAMILIA;SIM
DELTA;GEN_CARACTERISTICAPRODUTO;CODCARACTERISTICA;SIM
DELTA;GEN_CARACTERISTICAPRODUTO;CODFAMILIA;SIM
DELTA;GEN_CARACTERISTICAPRODUTO;CODMONTADORA;SIM
DELTA;GEN_CARACTERISTICAPRODUTO;CODTIPOCARACTERISTICA;SIM
DELTA;GEN_CARACTERISTICAPRODUTO;CODUSUARIO;SIM
DELTA;GEN_CARACTERISTICAPRODUTO;DATCRIACAO;NAO
DELTA;GEN_CARACTERISTICAPRODUTO;DSCCARACTERISTICA;NAO
DELTA;GEN_CARACTERISTICAPRODUTO;IDTSITUACAO;NAO
DELTA;GEN_CARACTERISTICAPRODUTOPAI;CODCARACTERISTICA;SIM
DELTA;GEN_CARACTERISTICAPRODUTOPAI;CODCARACTERISTICAPAI;SIM
DELTA;GEN_CARACTERISTICAPRODUTOPAI;CODUSUARIO;NAO
DELTA;GEN_CARACTERISTICAPRODUTOPAI;DATCRIACAO;NAO
DELTA;GEN_CARACTERISTICAPRODUTOTIPO;CODTIPOCARACTERISTICA;SIM
DELTA;GEN_CARACTERISTICAPRODUTOTIPO;DSCTIPOCARACTERISTICA;NAO
DELTA;GEN_CARACTERISTICAPRODUTOTIPO;IDTOBRIGATORIO;NAO
DELTA;GEN_CARACTERISTICAPRODUTOTIPO;IDTSITUACAO;NAO
DELTA;GEN_CARGO;CODCARGO;SIM
DELTA;GEN_CARGO;DSCCARGO;SIM
DELTA;GEN_CARGO;IDTCARGO;SIM
DELTA;GEN_CARTAOCREDITOADMINISTRADOR;CODADMINISTRADORA;SIM
DELTA;GEN_CARTAOCREDITOADMINISTRADOR;DSCADMINISTRADORA;SIM
DELTA;GEN_CARTAOCREDITOADMINISTRADOR;NUMDIAFATURAMENTO;NAO
DELTA;GEN_CARTAOCREDITOADMINISTRADOR;QTDDIASFATURAR;NAO
DELTA;GEN_CATEGORIASELLER;CODCATEGORIASELLER;SIM
DELTA;GEN_CATEGORIASELLER;CODINTEGRACAO;SIM
DELTA;GEN_CATEGORIASELLER;DSCNOME;SIM
DELTA;GEN_CATEGORIASELLER;IDTSITUACAO;SIM
DELTA;GEN_CELULA;CODAREA;SIM
DELTA;GEN_CELULA;CODCELULA;SIM
DELTA;GEN_CELULA;DATCADASTRO;SIM
DELTA;GEN_CELULA;DSCCELULA;SIM
DELTA;GEN_CELULA;IDTSTATUS;SIM
DELTA;GEN_CEP;CODBAIRRO;SIM
DELTA;GEN_CEP;CODCEP;SIM
DELTA;GEN_CEP;CODCEPESPECIAL;NAO
DELTA;GEN_CEP;CODCIDADE;SIM
DELTA;GEN_CEP;CODLOGRADOURO;NAO
DELTA;GEN_CEP;CODUF;SIM
DELTA;GEN_CEP;DSCBAIRRO;NAO
DELTA;GEN_CEP;DSCCEP;SIM
DELTA;GEN_CEP;DSCCOMPLEMENTO;NAO
DELTA;GEN_CEP;DSCLOGRADOURO;NAO
DELTA;GEN_CEPCONSULTA;CODIBGE;NAO
DELTA;GEN_CEPCONSULTA;CODUF;NAO
DELTA;GEN_CEPCONSULTA;DSCBAIRRO;NAO
DELTA;GEN_CEPCONSULTA;DSCCEP;NAO
DELTA;GEN_CEPCONSULTA;DSCCIDADE;NAO
DELTA;GEN_CEPCONSULTA;DSCCOMPLEMENTO;NAO
DELTA;GEN_CEPCONSULTA;DSCRUA;NAO
DELTA;GEN_CEPCONSULTA;IDTTIPO;NAO
DELTA;GEN_CEPCONSULTA;NOME;NAO
DELTA;GEN_CESTAFORNECEDOR;CODFORNECEDOR;SIM
DELTA;GEN_CESTAFORNECEDOR;CODPRODUTO;SIM
DELTA;GEN_CFOP;CODCFOP;SIM
DELTA;GEN_CFOP;CODCFOPBASE;SIM
DELTA;GEN_CFOP;CODTRANSACAO;NAO
DELTA;GEN_CFOP;DSCCFOP;SIM
DELTA;GEN_CFOP;IDTGERATITULOMXM;SIM
DELTA;GEN_CFOP;IDTINTEGRAEFD;SIM
DELTA;GEN_CFOPBASE;CODCFOPBASE;SIM
DELTA;GEN_CFOPBASE;DSCCFOPBASE;SIM
DELTA;GEN_CIDADE;CODCIDADE;SIM
DELTA;GEN_CIDADE;CODCIDADEIBGE;NAO
DELTA;GEN_CIDADE;CODMICRORREGIAO;SIM
DELTA;GEN_CIDADE;CODUF;SIM
DELTA;GEN_CIDADE;CODVENDAREGIAO;NAO
DELTA;GEN_CIDADE;DSCCIDADE;NAO
DELTA;GEN_CIDADE;DSC_CHAVECEP;NAO
DELTA;GEN_CIDADE;IDTCAPITAL;NAO
DELTA;GEN_CIDADE;IDTSUFRAMA;SIM
DELTA;GEN_CIDADE;IDT_TIPOREGISTRO;NAO
DELTA;GEN_CIDADE;NOMPREFEITO;NAO
DELTA;GEN_CIDADE;NUMALTITUDE;NAO
DELTA;GEN_CIDADE;NUMAREA;NAO
DELTA;GEN_CIDADE;NUMDDD;NAO
DELTA;GEN_CIDADE;NUMLATITUDE;NAO
DELTA;GEN_CIDADE;NUMLONGITUDE;NAO
DELTA;GEN_CIDADE;NUMTELEFONEATACADO;NAO
DELTA;GEN_CIDADE;NUMTELEFONEVAREJO;NAO
DELTA;GEN_CIDADE;QTDFROTA;NAO
DELTA;GEN_CIDADE;QTDHORABRASILIA;SIM
DELTA;GEN_CIDADE;QTDPOPULACAO;NAO
DELTA;GEN_CIDADEFROTA;CODCIDADE;SIM
DELTA;GEN_CIDADEFROTA;CODTIPOVEICULO;SIM
DELTA;GEN_CIDADEFROTA;QTDFROTA;NAO
DELTA;GEN_CIDADESERPRO;CODCIDADE;SIM
DELTA;GEN_CIDADESERPRO;CODCIDADEIBGE;NAO
DELTA;GEN_CIDADESERPRO;CODCIDADESERPRO;SIM
DELTA;GEN_CIDADESERPRO;CODSEQCIDADESERPRO;SIM
DELTA;GEN_CIDADESERPRO;CODUF;SIM
DELTA;GEN_CIDADESERPRO;DSCCIDADE;SIM
DELTA;GEN_CLIBOLETOFRANQUIAEMAIL;CODCLIENTE;SIM
DELTA;GEN_CLIBOLETOFRANQUIAEMAIL;CODTIPOEMAIL;SIM
DELTA;GEN_CLIBOLETOFRANQUIAEMAIL;DSCEMAIL;SIM
DELTA;GEN_CLIBOLETOFRANQUIAEMAIL;OBSEMAIL;NAO
DELTA;GEN_CLIBOLETOFRANQUIAEMAILTIP;CODTIPOEMAIL;SIM
DELTA;GEN_CLIBOLETOFRANQUIAEMAILTIP;DSCTIPOEMAIL;SIM
DELTA;GEN_CLIBOLETOFRANQUIAOBS;CODCLIENTE;SIM
DELTA;GEN_CLIBOLETOFRANQUIAOBS;CODUSUARIO;SIM
DELTA;GEN_CLIBOLETOFRANQUIAOBS;DATOBSERVACAO;SIM
DELTA;GEN_CLIBOLETOFRANQUIAOBS;OBSERVACAO;SIM
DELTA;GEN_CLIBOLETOFRANQUIATEL;CODCLIENTE;SIM
DELTA;GEN_CLIBOLETOFRANQUIATEL;CODTIPOTELEFONE;SIM
DELTA;GEN_CLIBOLETOFRANQUIATEL;NOMECONTATO;NAO
DELTA;GEN_CLIBOLETOFRANQUIATEL;NUMDDD;SIM
DELTA;GEN_CLIBOLETOFRANQUIATEL;NUMTELEFONE;SIM
DELTA;GEN_CLIENTE;CODBAIRRO;SIM
DELTA;GEN_CLIENTE;CODCEP;SIM
DELTA;GEN_CLIENTE;CODCEPPAGAMENTO;SIM
DELTA;GEN_CLIENTE;CODCIDADE;SIM
DELTA;GEN_CLIENTE;CODCIDADEPAGAMENTO;SIM
DELTA;GEN_CLIENTE;CODCLIENTE;SIM
DELTA;GEN_CLIENTE;CODCLIENTEPOTENCIAL;SIM
DELTA;GEN_CLIENTE;CODCLIENTERELAFINC;SIM
DELTA;GEN_CLIENTE;CODCNAE;NAO
DELTA;GEN_CLIENTE;CODEMPRESA;SIM
DELTA;GEN_CLIENTE;CODFORMAPAGAMENTOPREFWEB;NAO
DELTA;GEN_CLIENTE;CODGRADUACAO;SIM
DELTA;GEN_CLIENTE;CODGRUPOCLIENTE;SIM
DELTA;GEN_CLIENTE;CODMOTIVOINATIVACAO;SIM
DELTA;GEN_CLIENTE;CODTIPOCLIENTE;SIM
DELTA;GEN_CLIENTE;CODTIPOEXPEDICAOPREFER;SIM
DELTA;GEN_CLIENTE;CODTIPONEGOCIOPREFERENCIAL;NAO
DELTA;GEN_CLIENTE;CODTIPONEGOCIOWEB;SIM
DELTA;GEN_CLIENTE;CODTIPOPAGAMENTOPREFWEB;SIM
DELTA;GEN_CLIENTE;CODTIPOVENDAPREFERENCIAL;NAO
DELTA;GEN_CLIENTE;CODTIPOVENDAWEB;SIM
DELTA;GEN_CLIENTE;CODUSUARIOAVALIACAO;NAO
DELTA;GEN_CLIENTE;CODUSUARIOCADASTRO;SIM
DELTA;GEN_CLIENTE;DATALTERACAOLIMITE;NAO
DELTA;GEN_CLIENTE;DATATUALIZAFAX;NAO
DELTA;GEN_CLIENTE;DATAVALIACAO;NAO
DELTA;GEN_CLIENTE;DATAVALIACAOWSCONFIE;NAO
DELTA;GEN_CLIENTE;DATDATACADASTRO;NAO
DELTA;GEN_CLIENTE;DATDATANASCIMENTO;NAO
DELTA;GEN_CLIENTE;DATDATAPRIMEIRACOMPRA;NAO
DELTA;GEN_CLIENTE;DATDATAULTIMACOMPRA;NAO
DELTA;GEN_CLIENTE;DATFUNDACAO;NAO
DELTA;GEN_CLIENTE;DATPROXIMOCONTATO;NAO
DELTA;GEN_CLIENTE;DATULTIMOCONTATO;NAO
DELTA;GEN_CLIENTE;DSCBAIRRO;NAO
DELTA;GEN_CLIENTE;DSCBAIRROPAGAMENTO;NAO
DELTA;GEN_CLIENTE;DSCCARTEIRAIDENTIDADE;NAO
DELTA;GEN_CLIENTE;DSCCNAE;NAO
DELTA;GEN_CLIENTE;DSCCNPJ;NAO
DELTA;GEN_CLIENTE;DSCCOMPLEMENTO;NAO
DELTA;GEN_CLIENTE;DSCCOMPLEMPAGAMENTO;NAO
DELTA;GEN_CLIENTE;DSCEMAIL;NAO
DELTA;GEN_CLIENTE;DSCEMAILDEVOLUCAO;NAO
DELTA;GEN_CLIENTE;DSCEMAILNFE;NAO
DELTA;GEN_CLIENTE;DSCENDERECO;NAO
DELTA;GEN_CLIENTE;DSCENDERECOPAGAMENTO;NAO
DELTA;GEN_CLIENTE;DSCINSCRICAOESTADUAL;NAO
DELTA;GEN_CLIENTE;DSCINSCRICAOMUNICIPAL;NAO
DELTA;GEN_CLIENTE;DSCINSCSUFRAMA;NAO
DELTA;GEN_CLIENTE;DSCOBSERVACAOWEB;NAO
DELTA;GEN_CLIENTE;DSCOBSERVAOACORDOCOMERCIAL;NAO
DELTA;GEN_CLIENTE;DSCORGAOEXPEDITOR;NAO
DELTA;GEN_CLIENTE;DSCPONTOREFERENCIA;NAO
DELTA;GEN_CLIENTE;DSCRAZAOSOCIAL;NAO
DELTA;GEN_CLIENTE;DSCSEXO;NAO
DELTA;GEN_CLIENTE;DSCURL;NAO
DELTA;GEN_CLIENTE;IDTACEITAACORDOCOMERCIAL;SIM
DELTA;GEN_CLIENTE;IDTACEITASMSAGENDAMENTO;SIM
DELTA;GEN_CLIENTE;IDTARQUIVOFORNECCIA;NAO
DELTA;GEN_CLIENTE;IDTASSOCIACAO;SIM
DELTA;GEN_CLIENTE;IDTAVALIACAO;NAO
DELTA;GEN_CLIENTE;IDTCLIENTENF;SIM
DELTA;GEN_CLIENTE;IDTCONCESSIONARIA;SIM
DELTA;GEN_CLIENTE;IDTENVIAFATURA;SIM
DELTA;GEN_CLIENTE;IDTENVIAFAX;SIM
DELTA;GEN_CLIENTE;IDTEXCECAOFRANQUIA;NAO
DELTA;GEN_CLIENTE;IDTFORNECIMENTOCOLA;SIM
DELTA;GEN_CLIENTE;IDTFORNECPRODOSNEGOCIADA;NAO
DELTA;GEN_CLIENTE;IDTIMPORTADO;SIM
DELTA;GEN_CLIENTE;IDTINTEGRACAOCONTABIL;SIM
DELTA;GEN_CLIENTE;IDTINTEGRADOWEB;NAO
DELTA;GEN_CLIENTE;IDTMEI;SIM
DELTA;GEN_CLIENTE;IDTMICROEMPRESA;SIM
DELTA;GEN_CLIENTE;IDTORIGEMIMPORTACAO;NAO
DELTA;GEN_CLIENTE;IDTPERMITEVENDADIRETA;SIM
DELTA;GEN_CLIENTE;IDTPESQUISA;SIM
DELTA;GEN_CLIENTE;IDTPESSOA;SIM
DELTA;GEN_CLIENTE;IDTPREFERENCIAL;NAO
DELTA;GEN_CLIENTE;IDTRECEBENOTIFICSTATUS;NAO
DELTA;GEN_CLIENTE;IDTRISCO;NAO
DELTA;GEN_CLIENTE;IDTSITUACAO;NAO
DELTA;GEN_CLIENTE;IDTSUFRAMAHABILITADO;NAO
DELTA;GEN_CLIENTE;IDTSUFRAMAICMS;NAO
DELTA;GEN_CLIENTE;IDTSUFRAMAIPI;NAO
DELTA;GEN_CLIENTE;IDTSUFRAMAPISCOFINS;NAO
DELTA;GEN_CLIENTE;IDTTIPOINSCESTADUAL;NAO
DELTA;GEN_CLIENTE;IDTVENDARETIRADADIRETA;SIM
DELTA;GEN_CLIENTE;NOMCLIENTE;NAO
DELTA;GEN_CLIENTE;NOMINFORMACAOEMPRESA;NAO
DELTA;GEN_CLIENTE;NUMNUMERO;NAO
DELTA;GEN_CLIENTE;NUMNUMEROPAGAMENTO;NAO
DELTA;GEN_CLIENTE;OBSCLIENTE;NAO
DELTA;GEN_CLIENTE;OBSFATURAMENTO;NAO
DELTA;GEN_CLIENTE;OBSINFCRITICA;NAO
DELTA;GEN_CLIENTE;OBSNPD;NAO
DELTA;GEN_CLIENTE;OBSPOSVENDA;NAO
DELTA;GEN_CLIENTE;OBSVENDEDOR;NAO
DELTA;GEN_CLIENTE;VALFATURAMENTOMAXIMO;NAO
DELTA;GEN_CLIENTEANEXO;CODANEXO;SIM
DELTA;GEN_CLIENTEANEXO;CODCLIENTE;SIM
DELTA;GEN_CLIENTEANEXO;CODUSUARIO;NAO
DELTA;GEN_CLIENTEANEXO;DATANEXO;SIM
DELTA;GEN_CLIENTEANEXO;DSCANALISECREDITO;NAO
DELTA;GEN_CLIENTEANEXO;DSCANEXO;SIM
DELTA;GEN_CLIENTEANEXO;DSCCAMINHO;NAO
DELTA;GEN_CLIENTEANEXO;DSCNOMEARQUIVO;NAO
DELTA;GEN_CLIENTEANEXO;DSCUSUARIO;SIM
DELTA;GEN_CLIENTEANEXO;IDTSITUACAO;SIM
DELTA;GEN_CLIENTEANEXOAUDITORIA;CODANEXO;SIM
DELTA;GEN_CLIENTEANEXOAUDITORIA;CODAUDITORIA;SIM
DELTA;GEN_CLIENTEANEXOAUDITORIA;CODUSUARIO;NAO
DELTA;GEN_CLIENTEANEXOAUDITORIA;DATAUDITORIA;SIM
DELTA;GEN_CLIENTEANEXOAUDITORIA;DSCACTION;NAO
DELTA;GEN_CLIENTEANEXOAUDITORIA;DSCAUDITORIA;SIM
DELTA;GEN_CLIENTEANEXOAUDITORIA;DSCOSUSER;NAO
DELTA;GEN_CLIENTEANEXO_ERROR;CODANEXO;SIM
DELTA;GEN_CLIENTEANEXO_ERROR;CODCLIENTE;SIM
DELTA;GEN_CLIENTEANEXO_ERROR;CODUSUARIO;NAO
DELTA;GEN_CLIENTEANEXO_ERROR;DATANEXO;SIM
DELTA;GEN_CLIENTEANEXO_ERROR;DSCANALISECREDITO;NAO
DELTA;GEN_CLIENTEANEXO_ERROR;DSCANEXO;SIM
DELTA;GEN_CLIENTEANEXO_ERROR;DSCCAMINHO;NAO
DELTA;GEN_CLIENTEANEXO_ERROR;DSCNOMEARQUIVO;NAO
DELTA;GEN_CLIENTEANEXO_ERROR;DSCUSUARIO;SIM
DELTA;GEN_CLIENTEANEXO_ERROR;IDTSITUACAO;SIM
DELTA;GEN_CLIENTEASSOCIACAOPERCENTUAL;CODCLIENTE;SIM
DELTA;GEN_CLIENTEASSOCIACAOPERCENTUAL;CODCLIENTEASSOCIACAOPERCENTUAL;SIM
DELTA;GEN_CLIENTEASSOCIACAOPERCENTUAL;VALPERCENTUALASSOCIACAO;NAO
DELTA;GEN_CLIENTEBOLETOPAGTOFRANQUIA;CODBOLETOPAGTOFRANQUIA;SIM
DELTA;GEN_CLIENTEBOLETOPAGTOFRANQUIA;CODCLIENTE;SIM
DELTA;GEN_CLIENTEBOLETOPAGTOFRANQUIA;CODFORMAPAGAMENTO;SIM
DELTA;GEN_CLIENTEBOLETOPAGTOFRANQUIA;CODTIPONEGOCIO;SIM
DELTA;GEN_CLIENTEBOLETOPAGTOFRANQUIA;CODTIPOVENDA;SIM
DELTA;GEN_CLIENTEBOLETOPAGTOFRANQUIA;DATCADASTRO;NAO
DELTA;GEN_CLIENTEBOLETOPAGTOFRANQUIA;IDTSTATUS;SIM
DELTA;GEN_CLIENTEBOLETOPAGTOFRANQUIA;OBSERVACAO;NAO
DELTA;GEN_CLIENTECNAE;CODCLIENTE;SIM
DELTA;GEN_CLIENTECNAE;CODCLIENTECNAE;SIM
DELTA;GEN_CLIENTECNAE;CODCNAE;SIM
DELTA;GEN_CLIENTECNAE;DATATUALIZACAO;NAO
DELTA;GEN_CLIENTECNAE;DAT_INATIVACAO;NAO
DELTA;GEN_CLIENTECNAE;IDTCNAEPRIMARIO;NAO
DELTA;GEN_CLIENTECNAE;IDTDELETADO;NAO
DELTA;GEN_CLIENTECNAE;IDTSTATUS;NAO
DELTA;GEN_CLIENTECOMERCIALANEXO;CODCLIENTECOMERCIALANEXO;SIM
DELTA;GEN_CLIENTECOMERCIALANEXO;CODCLIENTEINFOCOMERCIAL;SIM
DELTA;GEN_CLIENTECOMERCIALANEXO;CODUSUARIO;NAO
DELTA;GEN_CLIENTECOMERCIALANEXO;DATREGISTRO;NAO
DELTA;GEN_CLIENTECOMERCIALANEXO;DSCCAMINHO;NAO
DELTA;GEN_CLIENTECOMERCIALANEXO;DSCDESCRICAO;NAO
DELTA;GEN_CLIENTECOMERCIALANEXO;DSCNOME;SIM
DELTA;GEN_CLIENTECONCORRENTE;CODCLIENTE;SIM
DELTA;GEN_CLIENTECONCORRENTE;CODCONCORRENTE;SIM
DELTA;GEN_CLIENTECONTATO;CODCLIENTE;SIM
DELTA;GEN_CLIENTECONTATO;CODCLIENTECONTATO;NAO
DELTA;GEN_CLIENTECONTATO;CODSEQUENCIAL;SIM
DELTA;GEN_CLIENTECONTATO;CODTIPOCONTATO;SIM
DELTA;GEN_CLIENTECONTATO;DATNASCIMENTOCONTATO;NAO
DELTA;GEN_CLIENTECONTATO;DSCEMAIL;NAO
DELTA;GEN_CLIENTECONTATO;DSCFAMILIA;NAO
DELTA;GEN_CLIENTECONTATO;DSCHOBBY;NAO
DELTA;GEN_CLIENTECONTATO;DSCRAMAL;NAO
DELTA;GEN_CLIENTECONTATO;DSCRELIGIAO;NAO
DELTA;GEN_CLIENTECONTATO;DSCTIME;NAO
DELTA;GEN_CLIENTECONTATO;IDTCOLABORADOR;NAO
DELTA;GEN_CLIENTECONTATO;IDTCOMPRADORATUAL;NAO
DELTA;GEN_CLIENTECONTATO;IDTSITUACAO;NAO
DELTA;GEN_CLIENTECONTATO;NOMCONTATO;NAO
DELTA;GEN_CLIENTEDDD;CODDDD;SIM
DELTA;GEN_CLIENTEDDD;CODUF;SIM
DELTA;GEN_CLIENTEDDD;NUMDDD;SIM
DELTA;GEN_CLIENTEEMAIL;CODCLIENTE;SIM
DELTA;GEN_CLIENTEEMAIL;CODTIPOEMAIL;SIM
DELTA;GEN_CLIENTEEMAIL;DSCEMAIL;SIM
DELTA;GEN_CLIENTEEMAILINVALIDO;CODCLIENTE;SIM
DELTA;GEN_CLIENTEEMAILINVALIDO;DSCEMAIL;SIM
DELTA;GEN_CLIENTEENDERECOSMS;CODCIDADE;SIM
DELTA;GEN_CLIENTEENDERECOSMS;CODCLIENTE;SIM
DELTA;GEN_CLIENTEENDERECOSMS;DSCBAIRRO;SIM
DELTA;GEN_CLIENTEENDERECOSMS;DSCENDERECO;SIM
DELTA;GEN_CLIENTEENDERECOSMS;NUMNUMERO;NAO
DELTA;GEN_CLIENTEFATURAMENTO;CODCLIENTE;SIM
DELTA;GEN_CLIENTEFATURAMENTO;CODCLIENTEFATURAMENTO;NAO
DELTA;GEN_CLIENTEFATURAMENTO;CODUSUARIO;SIM
DELTA;GEN_CLIENTEFATURAMENTO;DATCONTATO;SIM
DELTA;GEN_CLIENTEFATURAMENTO;DATVENCIMENTO;NAO
DELTA;GEN_CLIENTEFATURAMENTO;IDTCONTATO;NAO
DELTA;GEN_CLIENTEFATURAMENTO;IDTTIPOOBSERVACAO;SIM
DELTA;GEN_CLIENTEFATURAMENTO;NOMCONTATO;NAO
DELTA;GEN_CLIENTEFATURAMENTO;NUMCONTATO;SIM
DELTA;GEN_CLIENTEFATURAMENTO;NUMDUPLICATA;NAO
DELTA;GEN_CLIENTEFATURAMENTO;OBSOCORRENCIA;NAO
DELTA;GEN_CLIENTEFILIAL;CODCLIENTEFILIAL;SIM
DELTA;GEN_CLIENTEFILIAL;CODCLIENTEMATRIZ;SIM
DELTA;GEN_CLIENTEFOTOGRAFIA;CODCLIENTE;SIM
DELTA;GEN_CLIENTEFOTOGRAFIA;CODUSUARIO;SIM
DELTA;GEN_CLIENTEFOTOGRAFIA;DATCADASTRO;SIM
DELTA;GEN_CLIENTEFOTOGRAFIA;DSCIMAGEM;SIM
DELTA;GEN_CLIENTEFOTOGRAFIA;DSCURLARQUIVO;NAO
DELTA;GEN_CLIENTEFOTOGRAFIA;LOBIMAGEM;NAO
DELTA;GEN_CLIENTEGRADUACAO;CODGRADUACAO;SIM
DELTA;GEN_CLIENTEGRADUACAO;DSCGRADUACAO;SIM
DELTA;GEN_CLIENTEGRADUACAO;IDTBLOQPAGTOCREDENCIADO;SIM
DELTA;GEN_CLIENTEGRADUACAO;IDTGRADUACAO;SIM
DELTA;GEN_CLIENTEHISTORICO;CODCARACTERISTICA;SIM
DELTA;GEN_CLIENTEHISTORICO;CODCLIENTE;SIM
DELTA;GEN_CLIENTEHISTORICO;CODCLIENTECONTATO;NAO
DELTA;GEN_CLIENTEHISTORICO;CODSEQCONTATO;SIM
DELTA;GEN_CLIENTEHISTORICO;CODTIPOCONTATO;SIM
DELTA;GEN_CLIENTEHISTORICO;CODTIPOCONTATOCLIENTE;NAO
DELTA;GEN_CLIENTEHISTORICO;CODUSUARIOREGISTRO;NAO
DELTA;GEN_CLIENTEHISTORICO;DATCONTATO;SIM
DELTA;GEN_CLIENTEHISTORICO;NUMCONTATO;SIM
DELTA;GEN_CLIENTEHISTORICO;OBSOCORRENCIA;SIM
DELTA;GEN_CLIENTEINFOCOMERCIAL;CODCLIENTE;SIM
DELTA;GEN_CLIENTEINFOCOMERCIAL;CODCLIENTEINFOCOMERCIAL;SIM
DELTA;GEN_CLIENTEINFOCOMERCIAL;CODUSUARIO;NAO
DELTA;GEN_CLIENTEINFOCOMERCIAL;DATCONTATO;SIM
DELTA;GEN_CLIENTEINFOCOMERCIAL;DSCEMPRESA;NAO
DELTA;GEN_CLIENTEINFOCOMERCIAL;IDTFORNECIDO;NAO
DELTA;GEN_CLIENTEINFOCOMERCIAL;IDTSOLICITADO;NAO
DELTA;GEN_CLIENTEINFOCOMERCIAL;NOMCONTATO;NAO
DELTA;GEN_CLIENTEINFOCOMERCIAL;NUMCONTATO;SIM
DELTA;GEN_CLIENTEINFOCOMERCIAL;NUMTELEFONE;NAO
DELTA;GEN_CLIENTEINFOCOMERCIAL;OBSCONTATO;NAO
DELTA;GEN_CLIENTELGPD;CODCLIENTE;SIM
DELTA;GEN_CLIENTELGPD;CODCLIENTELGPD;SIM
DELTA;GEN_CLIENTELGPD;CODCLIENTEPRE;SIM
DELTA;GEN_CLIENTELGPD;CODENVIO;NAO
DELTA;GEN_CLIENTELGPD;CODUSUARIOENVIO;SIM
DELTA;GEN_CLIENTELGPD;DATULTIMAATUALIZACAO;NAO
DELTA;GEN_CLIENTELGPD;DATULTIMOENVIO;NAO
DELTA;GEN_CLIENTELGPD;DSCTOKEN;NAO
DELTA;GEN_CLIENTELGPD;IDTORIGEM;SIM
DELTA;GEN_CLIENTELGPD;IDTRESPOSTA;SIM
DELTA;GEN_CLIENTEMEDIASINISTRO;CODCLIENTE;SIM
DELTA;GEN_CLIENTEMEDIASINISTRO;CODMEDIASINISTRO;SIM
DELTA;GEN_CLIENTEMEDIASINISTRO;VALMEDIASINISTRO;NAO
